"siteID","plotID","subplotID","tagID","growthForm","stemStatus","stemDiameter","measurementHeight","height","maxCanopyDiameter","ninetyCanopyDiameter","canopyPosition","shrubShape","basalStemDiameter","maxBaseCanopyDiameter","ninetyBaseCanopyDiameter","eventID","nestedSubplotID","pointID","stemDistance","stemAzimuth","taxonID"
"YELL","YELL_011",NA,"NEON.PLA.D12.YELL.00301","sms","Standing dead",NA,NA,0.6,0.9,0.8,NA,"ellipsoid or sphere",1.8,NA,NA,"vst_YELL_2019","1","51",13,223.2,"ARTR2"
"YELL","YELL_011",NA,"NEON.PLA.D12.YELL.00312","sms","Standing dead",NA,NA,0.3,0.4,0.3,NA,"ellipsoid or sphere",1,NA,NA,"vst_YELL_2019","3","49",1.2,116.9,"ARTR2"
"YELL","YELL_011",NA,"NEON.PLA.D12.YELL.00291","sms","Standing dead",NA,NA,0.4,0.9,0.6,NA,"ellipsoid or sphere",1.5,NA,NA,"vst_YELL_2019","1","31",1.1,53.2,"ARTR2"
"YELL","YELL_011",NA,"NEON.PLA.D12.YELL.00292","sms","Live",NA,NA,0.5,0.8,0.6,NA,"ellipsoid or sphere",4,NA,NA,"vst_YELL_2019","1","31",2.5,44.6,"ARTR2"
"YELL","YELL_011",NA,"NEON.PLA.D12.YELL.00297","sms","Live",NA,NA,0.8,1,0.6,NA,"ellipsoid or sphere",2.1,NA,NA,"vst_YELL_2019","4","51",1.2,241.2,"ARTR2"
"YELL","YELL_011",NA,"NEON.PLA.D12.YELL.00314","sms","Live",NA,NA,0.2,0.2,0.1,NA,"ellipsoid or sphere",1,NA,NA,"vst_YELL_2019","3","49",0.9,138.2,"ARTR2"
"YELL","YELL_011",NA,"NEON.PLA.D12.YELL.00292","sms","Live",NA,NA,0.5,0.8,0.6,NA,"ellipsoid or sphere",3,NA,NA,"vst_YELL_2019","1","31",2.5,44.6,"ARTR2"
"YELL","YELL_011",NA,"NEON.PLA.D12.YELL.00296","sms","Standing dead",NA,NA,0.1,0.4,0.3,NA,"inverted cone",2,0.1,0.1,"vst_YELL_2019","2","33",1.5,351.6,"ARTR2"
"YELL","YELL_011",NA,"NEON.PLA.D12.YELL.00291","sms","Live",NA,NA,0.4,0.9,0.6,NA,"ellipsoid or sphere",1.8,NA,NA,"vst_YELL_2019","1","31",1.1,53.2,"ARTR2"
"YELL","YELL_011",NA,"NEON.PLA.D12.YELL.00301","sms","Standing dead",NA,NA,0.6,0.9,0.8,NA,"ellipsoid or sphere",2.6,NA,NA,"vst_YELL_2019","1","51",13,223.2,"ARTR2"
"YELL","YELL_011",NA,"NEON.PLA.D12.YELL.00302","sms","Live",NA,NA,0.7,0.7,0.4,NA,"ellipsoid or sphere",5.5,NA,NA,"vst_YELL_2019","1","51",12.6,222.7,"ARTR2"
"YELL","YELL_011",NA,"NEON.PLA.D12.YELL.00303","sms","Live",NA,NA,0.8,0.8,0.7,NA,"ellipsoid or sphere",1.6,NA,NA,"vst_YELL_2019","1","49",9.1,179.8,"ARTR2"
"YELL","YELL_011",NA,"NEON.PLA.D12.YELL.00301","sms","Standing dead",NA,NA,0.6,0.9,0.8,NA,"ellipsoid or sphere",2.2,NA,NA,"vst_YELL_2019","1","51",13,223.2,"ARTR2"
"YELL","YELL_011",NA,"NEON.PLA.D12.YELL.00310","sms","Live",NA,NA,0.4,0.3,0.3,NA,"ellipsoid or sphere",2.3,NA,NA,"vst_YELL_2019","3","49",1.2,132,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00081","sms","Live",NA,NA,0.5,0.7,0.6,NA,"half-sphere",1.8,NA,NA,"vst_YELL_2019","1","49",10.2,173.6,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00092","sms","Live",NA,NA,0.5,0.4,0.2,NA,"half-sphere",2.2,NA,NA,"vst_YELL_2019","4","51",1.7,187,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00076","sms","Live",NA,NA,0.4,0.5,0.2,NA,"ellipsoid or sphere",2,NA,NA,"vst_YELL_2019","4","31",12.3,41.8,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00052","sms","Standing dead",NA,NA,0.3,0.8,0.6,NA,"half-sphere",5.6,NA,NA,"vst_YELL_2019","3","49",1.8,173.2,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00094","sms","Live",NA,NA,0.4,0.5,0.3,NA,"inverted cone",1.4,0.1,0.1,"vst_YELL_2019","1","51",12.9,222.4,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00098","sms","Live",NA,NA,0.9,0.7,0.4,NA,"ellipsoid or sphere",1.3,NA,NA,"vst_YELL_2019","1","51",12.3,224.7,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00081","sms","Live",NA,NA,0.5,0.7,0.6,NA,"half-sphere",1.5,NA,NA,"vst_YELL_2019","1","49",10.2,173.6,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00102","sms","Live",NA,NA,0.7,0.7,0.5,NA,"half-sphere",2.1,NA,NA,"vst_YELL_2019","1","51",12.7,229.1,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00083","sms","Live",NA,NA,0.4,0.7,0.4,NA,"ellipsoid or sphere",1.7,NA,NA,"vst_YELL_2019","1","31",10.7,3,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00100","sms","Live",NA,NA,0.6,0.8,0.4,NA,"half-sphere",2,NA,NA,"vst_YELL_2019","1","51",12.1,226.5,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00079","sms","Live",NA,NA,0.4,0.5,0.3,NA,"half-sphere",2.3,NA,NA,"vst_YELL_2019","1","49",9.8,171.9,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00091","sms","Live",NA,NA,0.2,0.3,0.2,NA,"half-sphere",1.8,NA,NA,"vst_YELL_2019","4","51",1.8,196.6,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00098","sms","Live",NA,NA,0.9,0.7,0.4,NA,"ellipsoid or sphere",1,NA,NA,"vst_YELL_2019","1","51",12.3,224.7,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00098","sms","Live",NA,NA,0.9,0.7,0.4,NA,"ellipsoid or sphere",2.1,NA,NA,"vst_YELL_2019","1","51",12.3,224.7,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00077","sms","Live",NA,NA,0.1,0.3,0.1,NA,"half-sphere",1.5,NA,NA,"vst_YELL_2019","4","31",12.8,43.7,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00081","sms","Standing dead",NA,NA,0.5,0.7,0.6,NA,"half-sphere",1.3,NA,NA,"vst_YELL_2019","1","49",10.2,173.6,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00085","sms","Live",NA,NA,0.7,0.6,0.4,NA,"half-sphere",2,NA,NA,"vst_YELL_2019","3","49",1.3,143.4,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00084","sms","Live",NA,NA,0.8,1.1,0.6,NA,"half-sphere",3.8,NA,NA,"vst_YELL_2019","1","31",11.3,3,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00087","sms","Live",NA,NA,0.5,0.6,0.3,NA,"half-sphere",2,NA,NA,"vst_YELL_2019","4","33",8.9,353.8,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00082","sms","Live",NA,NA,0.5,0.9,0.7,NA,"half-sphere",2.2,NA,NA,"vst_YELL_2019","1","31",10.2,3.2,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00081","sms","Live",NA,NA,0.5,0.7,0.6,NA,"half-sphere",1.7,NA,NA,"vst_YELL_2019","1","49",10.2,173.6,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00083","sms","Live",NA,NA,0.4,0.7,0.4,NA,"ellipsoid or sphere",1.8,NA,NA,"vst_YELL_2019","1","31",10.7,3,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00085","sms","Standing dead",NA,NA,0.7,0.6,0.4,NA,"half-sphere",1.4,NA,NA,"vst_YELL_2019","3","49",1.3,143.4,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00097","sms","Live",NA,NA,0.7,1.1,0.6,NA,"half-sphere",2,NA,NA,"vst_YELL_2019","1","51",12.6,225.1,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00095","sms","Standing dead",NA,NA,0.2,0.3,0.1,NA,"half-sphere",1,NA,NA,"vst_YELL_2019","1","51",12.7,221.4,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00082","sms","Live",NA,NA,0.5,0.9,0.7,NA,"half-sphere",1.7,NA,NA,"vst_YELL_2019","1","31",10.2,3.2,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00090","sms","Live",NA,NA,0.2,0.3,0.1,NA,"half-sphere",2.2,NA,NA,"vst_YELL_2019","4","51",1.7,200.4,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00084","sms","Live",NA,NA,0.8,1.1,0.6,NA,"half-sphere",4.1,NA,NA,"vst_YELL_2019","1","31",11.3,3,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00086","sms","Live",NA,NA,1,0.7,0.7,NA,"ellipsoid or sphere",3.8,NA,NA,"vst_YELL_2019","3","49",0.9,117.5,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00082","sms","Live",NA,NA,0.5,0.9,0.7,NA,"half-sphere",2.6,NA,NA,"vst_YELL_2019","1","31",10.2,3.2,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00081","sms","Live",NA,NA,0.5,0.7,0.6,NA,"half-sphere",1.8,NA,NA,"vst_YELL_2019","1","49",10.2,173.6,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00099","sms","Live",NA,NA,0.5,0.6,0.2,NA,"half-sphere",3,NA,NA,"vst_YELL_2019","1","51",11.9,224.7,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00096","sms","Live",NA,NA,0.3,0.3,0.2,NA,"ellipsoid or sphere",1.1,NA,NA,"vst_YELL_2019","1","51",13.3,225.4,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00087","sms","Live",NA,NA,0.5,0.6,0.3,NA,"half-sphere",2.1,NA,NA,"vst_YELL_2019","4","33",8.9,353.8,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00096","sms","Live",NA,NA,0.3,0.3,0.2,NA,"ellipsoid or sphere",1.2,NA,NA,"vst_YELL_2019","1","51",13.3,225.4,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00098","sms","Live",NA,NA,0.9,0.7,0.4,NA,"ellipsoid or sphere",1.5,NA,NA,"vst_YELL_2019","1","51",12.3,224.7,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00089","sms","Live",NA,NA,0.3,0.6,0.5,NA,"half-sphere",2.4,NA,NA,"vst_YELL_2019","4","51",1.4,205.6,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00081","sms","Live",NA,NA,0.5,0.7,0.6,NA,"half-sphere",1.6,NA,NA,"vst_YELL_2019","1","49",10.2,173.6,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00102","sms","Live",NA,NA,0.7,0.7,0.5,NA,"half-sphere",3.3,NA,NA,"vst_YELL_2019","1","51",12.7,229.1,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00087","sms","Standing dead",NA,NA,0.5,0.6,0.3,NA,"half-sphere",2,NA,NA,"vst_YELL_2019","4","33",8.9,353.8,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00103","sms","Live",NA,NA,0.4,0.2,0.2,NA,"half-sphere",1.3,NA,NA,"vst_YELL_2019","1","51",12.6,228.1,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00085","sms","Standing dead",NA,NA,0.7,0.6,0.4,NA,"half-sphere",1.8,NA,NA,"vst_YELL_2019","3","49",1.3,143.4,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00082","sms","Live",NA,NA,0.5,0.9,0.7,NA,"half-sphere",2.1,NA,NA,"vst_YELL_2019","1","31",10.2,3.2,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00080","sms","Live",NA,NA,0.5,0.5,0.4,NA,"half-sphere",1.1,NA,NA,"vst_YELL_2019","1","49",10,170.7,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00099","sms","Standing dead",NA,NA,0.5,0.6,0.2,NA,"half-sphere",3.7,NA,NA,"vst_YELL_2019","1","51",11.9,224.7,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00082","sms","Live",NA,NA,0.5,0.9,0.7,NA,"half-sphere",2.4,NA,NA,"vst_YELL_2019","1","31",10.2,3.2,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00078","sms","Live",NA,NA,0.3,0.2,0.1,NA,"cylinder",17,NA,NA,"vst_YELL_2019","4","31",13.5,38.2,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00102","sms","Live",NA,NA,0.7,0.7,0.5,NA,"half-sphere",3,NA,NA,"vst_YELL_2019","1","51",12.7,229.1,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00075","sms","Standing dead",NA,NA,0.2,0.2,0.1,NA,"half-sphere",2.5,NA,NA,"vst_YELL_2019","4","31",12.3,40.6,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00097","sms","Live",NA,NA,0.7,1.1,0.6,NA,"half-sphere",2.8,NA,NA,"vst_YELL_2019","1","51",12.6,225.1,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00094","sms","Live",NA,NA,0.4,0.5,0.3,NA,"inverted cone",1.3,0.1,0.1,"vst_YELL_2019","1","51",12.9,222.4,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00081","sms","Live",NA,NA,0.5,0.7,0.6,NA,"half-sphere",1.3,NA,NA,"vst_YELL_2019","1","49",10.2,173.6,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00084","sms","Live",NA,NA,0.8,1.1,0.6,NA,"half-sphere",4.5,NA,NA,"vst_YELL_2019","1","31",11.3,3,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00097","sms","Live",NA,NA,0.7,1.1,0.6,NA,"half-sphere",2.1,NA,NA,"vst_YELL_2019","1","51",12.6,225.1,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00080","sms","Live",NA,NA,0.5,0.5,0.4,NA,"half-sphere",1,NA,NA,"vst_YELL_2019","1","49",10,170.7,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00101","sms","Live",NA,NA,0.5,0.4,0.2,NA,"half-sphere",2.1,NA,NA,"vst_YELL_2019","1","51",12.3,229,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00100","sms","Live",NA,NA,0.6,0.8,0.4,NA,"half-sphere",1.2,NA,NA,"vst_YELL_2019","1","51",12.1,226.5,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00093","sms","Live",NA,NA,0.2,0.3,0.1,NA,"half-sphere",1.8,NA,NA,"vst_YELL_2019","1","51",12.5,221.7,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00097","sms","Live",NA,NA,0.7,1.1,0.6,NA,"half-sphere",1.9,NA,NA,"vst_YELL_2019","1","51",12.6,225.1,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00103","sms","Live",NA,NA,0.4,0.2,0.2,NA,"half-sphere",1.1,NA,NA,"vst_YELL_2019","1","51",12.6,228.1,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00100","sms","Live",NA,NA,0.6,0.8,0.4,NA,"half-sphere",1.5,NA,NA,"vst_YELL_2019","1","51",12.1,226.5,"ARTR2"
"YELL","YELL_013",NA,"NEON.PLA.D12.YELL.00088","sms","Live",NA,NA,2,0.6,0.4,NA,"half-sphere",2,NA,NA,"vst_YELL_2019","4","51",1.1,212.6,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00061","sms","Standing dead",NA,NA,0.8,1.1,1,NA,"ellipsoid or sphere",2,NA,NA,"vst_YELL_2019","4","31",9.2,45,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00046","sms","Live",NA,NA,0.4,1,0.8,NA,"oblate half-sphere",2.2,NA,NA,"vst_YELL_2019","4","51",4.1,241.5,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00036","sms","Live",NA,NA,0.2,0.5,0.4,NA,"half-sphere",1,NA,NA,"vst_YELL_2019","4","51",3.2,266.7,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00062","sms","Live",NA,NA,0.6,1.4,1,NA,"half-sphere",1.4,NA,NA,"vst_YELL_2019","4","31",10.4,55.3,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00333","sms","Standing dead",NA,NA,0.4,0.3,0.1,NA,"cylinder",1.6,NA,NA,"vst_YELL_2019","3","31",19,9.1,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00046","sms","Live",NA,NA,0.4,1,0.8,NA,"oblate half-sphere",1.2,NA,NA,"vst_YELL_2019","4","51",4.1,241.5,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00071","sms","Live",NA,NA,0.9,1.7,1.4,NA,"oblate half-sphere",5.6,NA,NA,"vst_YELL_2019","4","33",6.3,320.6,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00071","sms","Live",NA,NA,0.9,1.7,1.4,NA,"oblate half-sphere",4.2,NA,NA,"vst_YELL_2019","4","33",6.3,320.6,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00041","sms","Live",NA,NA,0.4,0.8,0.8,NA,"half-sphere",1.5,NA,NA,"vst_YELL_2019","4","51",4.5,251.1,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00061","sms","Live",NA,NA,0.8,1.1,1,NA,"ellipsoid or sphere",3.8,NA,NA,"vst_YELL_2019","4","31",9.2,45,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00071","sms","Standing dead",NA,NA,0.9,1.7,1.4,NA,"oblate half-sphere",1.1,NA,NA,"vst_YELL_2019","4","33",6.3,320.6,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00061","sms","Standing dead",NA,NA,0.8,1.1,1,NA,"ellipsoid or sphere",1.1,NA,NA,"vst_YELL_2019","4","31",9.2,45,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00059","sms","Standing dead",NA,NA,0.4,0.9,0.6,NA,"ellipsoid or sphere",2.7,NA,NA,"vst_YELL_2019","4","31",7.6,47.8,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00328","sms","Live",NA,NA,0.7,0.7,0.4,NA,"inverted cone",1.8,0.1,0.1,"vst_YELL_2019","4","33",15.6,306.8,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00069","sms","Standing dead",NA,NA,0.2,0.6,0.3,NA,"half-sphere",2.6,NA,NA,"vst_YELL_2019","2","33",6.3,313.6,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00337","sms","Standing dead",NA,NA,1,1.6,0.8,NA,"half-sphere",3.9,NA,NA,"vst_YELL_2019","4","33",19,356.8,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00072","sms","Standing dead",NA,NA,1,0.6,0.2,NA,"half-sphere",2,NA,NA,"vst_YELL_2019","2","33",4.8,348.1,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00050","sms","Standing dead",NA,NA,0.3,0.9,0.7,NA,"half-sphere",1.2,NA,NA,"vst_YELL_2019","1","51",11.9,227,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00050","sms","Live",NA,NA,0.3,0.9,0.7,NA,"half-sphere",1.4,NA,NA,"vst_YELL_2019","1","51",11.9,227,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00061","sms","Live",NA,NA,0.8,1.1,1,NA,"ellipsoid or sphere",2.8,NA,NA,"vst_YELL_2019","4","31",9.2,45,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00071","sms","Live",NA,NA,0.9,1.7,1.4,NA,"oblate half-sphere",5.8,NA,NA,"vst_YELL_2019","4","33",6.3,320.6,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00073","sms","Live",NA,NA,0.5,1.1,0.8,NA,"oblate half-sphere",2.8,NA,NA,"vst_YELL_2019","4","33",8,329,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00036","sms","Live",NA,NA,0.2,0.5,0.4,NA,"half-sphere",1.4,NA,NA,"vst_YELL_2019","4","51",3.2,266.7,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00051","sms","Live",NA,NA,0.6,1.2,1,NA,"oblate half-sphere",2.7,NA,NA,"vst_YELL_2019","1","49",10.9,157.9,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00048","sms","Live",NA,NA,0.3,0.7,0.5,NA,"half-sphere",2.1,NA,NA,"vst_YELL_2019","4","51",4,198.7,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00044","sms","Live",NA,NA,0.3,0.7,0.5,NA,"ellipsoid or sphere",2.4,NA,NA,"vst_YELL_2019","4","51",3.4,250,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00326","sms","Standing dead",NA,NA,0.6,0.7,0.4,NA,"half-sphere",1.8,NA,NA,"vst_YELL_2019","4","33",10.1,353.6,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00040","sms","Standing dead",NA,NA,0.3,0.7,0.6,NA,"half-sphere",1,NA,NA,"vst_YELL_2019","4","51",4.2,262.2,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00066","sms","Live",NA,NA,0.5,0.6,0.6,NA,"half-sphere",1.5,NA,NA,"vst_YELL_2019","4","31",12.6,43.4,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00064","sms","Standing dead",NA,NA,0.3,0.4,0.3,NA,"half-sphere",3,NA,NA,"vst_YELL_2019","4","31",10.2,31.7,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00329","sms","Live",NA,NA,0.6,1.4,0.7,NA,"half-sphere",6.8,NA,NA,"vst_YELL_2019","1","31",10.8,8.6,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00335","sms","Live",NA,NA,0.7,0.7,0.4,NA,"half-sphere",1.4,NA,NA,"vst_YELL_2019","1","33",14.6,318.7,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00068","sms","Live",NA,NA,0.8,1.4,1.2,NA,"half-sphere",3.3,NA,NA,"vst_YELL_2019","4","31",12.6,47.2,"ARTR2"
