"siteID","plotID","subplotID","tagID","growthForm","stemStatus","stemDiameter","measurementHeight","height","maxCanopyDiameter","ninetyCanopyDiameter","canopyPosition","shrubShape","basalStemDiameter","maxBaseCanopyDiameter","ninetyBaseCanopyDiameter","eventID","nestedSubplotID","pointID","stemDistance","stemAzimuth","taxonID"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00048","sms","Live",NA,NA,0.3,0.7,0.5,NA,"half-sphere",1.6,NA,NA,"vst_YELL_2019","4","51",4,198.7,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00062","sms","Live",NA,NA,0.6,1.4,1,NA,"half-sphere",2.5,NA,NA,"vst_YELL_2019","4","31",10.4,55.3,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00068","sms","Live",NA,NA,0.8,1.4,1.2,NA,"half-sphere",4.1,NA,NA,"vst_YELL_2019","4","31",12.6,47.2,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00066","sms","Live",NA,NA,0.5,0.6,0.6,NA,"half-sphere",1.6,NA,NA,"vst_YELL_2019","4","31",12.6,43.4,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00332","sms","Standing dead",NA,NA,0.2,0.3,0.1,NA,"half-sphere",3.4,NA,NA,"vst_YELL_2019","3","31",18.9,9.1,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00068","sms","Live",NA,NA,0.8,1.4,1.2,NA,"half-sphere",3.3,NA,NA,"vst_YELL_2019","4","31",12.6,47.2,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00042","sms","Live",NA,NA,0.3,0.5,0.5,NA,"half-sphere",1.2,NA,NA,"vst_YELL_2019","4","51",3.7,256.5,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00062","sms","Live",NA,NA,0.6,1.4,1,NA,"half-sphere",2,NA,NA,"vst_YELL_2019","4","31",10.4,55.3,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00063","sms","Live",NA,NA,0.5,1.2,0.9,NA,"oblate half-sphere",2.7,NA,NA,"vst_YELL_2019","4","31",9.7,38.2,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00045","sms","Live",NA,NA,0.3,0.5,0.3,NA,"ellipsoid or sphere",1.2,NA,NA,"vst_YELL_2019","4","51",3.6,242.6,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00325","sms","Live",NA,NA,0.8,0.8,0.6,NA,"ellipsoid or sphere",1.9,NA,NA,"vst_YELL_2019","4","33",10.1,349.6,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00337","sms","Live",NA,NA,1,1.6,0.8,NA,"half-sphere",4.1,NA,NA,"vst_YELL_2019","4","33",19,356.8,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00046","sms","Live",NA,NA,0.4,1,0.8,NA,"oblate half-sphere",1,NA,NA,"vst_YELL_2019","4","51",4.1,241.5,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00043","sms","Live",NA,NA,0.4,0.6,0.6,NA,"half-sphere",1,NA,NA,"vst_YELL_2019","4","51",3.4,254.1,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00062","sms","Live",NA,NA,0.6,1.4,1,NA,"half-sphere",2.1,NA,NA,"vst_YELL_2019","4","31",10.4,55.3,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00330","sms","Live",NA,NA,0.6,0.7,0.6,NA,"half-sphere",1.2,NA,NA,"vst_YELL_2019","1","31",11,11,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00327","sms","Standing dead",NA,NA,0.2,0.5,0.2,NA,"ellipsoid or sphere",2.8,NA,NA,"vst_YELL_2019","4","33",15.8,310,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00317","sms","Live",NA,NA,0.5,0.4,0.3,NA,"ellipsoid or sphere",2.3,NA,NA,"vst_YELL_2019","1","33",20.5,273.7,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00043","sms","Live",NA,NA,0.4,0.6,0.6,NA,"half-sphere",1.1,NA,NA,"vst_YELL_2019","4","51",3.4,254.1,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00043","sms","Live",NA,NA,0.4,0.6,0.6,NA,"half-sphere",1,NA,NA,"vst_YELL_2019","4","51",3.4,254.1,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00324","sms","Live",NA,NA,0.3,1,0.4,NA,"ellipsoid or sphere",4.3,NA,NA,"vst_YELL_2019","4","33",9.5,357.1,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00041","sms","Live",NA,NA,0.4,0.8,0.8,NA,"half-sphere",1.8,NA,NA,"vst_YELL_2019","4","51",4.5,251.1,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00051","sms","Live",NA,NA,0.6,1.2,1,NA,"oblate half-sphere",1.1,NA,NA,"vst_YELL_2019","1","49",10.9,157.9,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00041","sms","Live",NA,NA,0.4,0.8,0.8,NA,"half-sphere",2,NA,NA,"vst_YELL_2019","4","51",4.5,251.1,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00329","sms","Live",NA,NA,0.6,1.4,0.7,NA,"half-sphere",3,NA,NA,"vst_YELL_2019","1","31",10.8,8.6,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00320","sms","Standing dead",NA,NA,0.2,0.3,0.1,NA,"ellipsoid or sphere",1.5,NA,NA,"vst_YELL_2019","1","33",21.4,275.4,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00060","sms","Live",NA,NA,0.7,1.2,0.7,NA,"half-sphere",4.1,NA,NA,"vst_YELL_2019","4","31",8.5,41,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00042","sms","Live",NA,NA,0.3,0.5,0.5,NA,"half-sphere",1.8,NA,NA,"vst_YELL_2019","4","51",3.7,256.5,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00321","sms","Standing dead",NA,NA,0.4,0.4,0.2,NA,"ellipsoid or sphere",1.1,NA,NA,"vst_YELL_2019","1","33",21.7,276,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00061","sms","Live",NA,NA,0.8,1.1,1,NA,"ellipsoid or sphere",2.8,NA,NA,"vst_YELL_2019","4","31",9.2,45,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00336","sms","Live",NA,NA,1,0.8,0.8,NA,"ellipsoid or sphere",4.5,NA,NA,"vst_YELL_2019","4","33",19.7,355.1,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00067","sms","Live",NA,NA,0.6,1.1,0.9,NA,"half-sphere",2.8,NA,NA,"vst_YELL_2019","4","31",13.1,44.5,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00040","sms","Standing dead",NA,NA,0.3,0.7,0.6,NA,"half-sphere",1.1,NA,NA,"vst_YELL_2019","4","51",4.2,262.2,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00042","sms","Live",NA,NA,0.3,0.5,0.5,NA,"half-sphere",1.2,NA,NA,"vst_YELL_2019","4","51",3.7,256.5,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00041","sms","Live",NA,NA,0.4,0.8,0.8,NA,"half-sphere",1,NA,NA,"vst_YELL_2019","4","51",4.5,251.1,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00040","sms","Live",NA,NA,0.3,0.7,0.6,NA,"half-sphere",2.3,NA,NA,"vst_YELL_2019","4","51",4.2,262.2,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00071","sms","Standing dead",NA,NA,0.9,1.7,1.4,NA,"oblate half-sphere",1.3,NA,NA,"vst_YELL_2019","4","33",6.3,320.6,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00038","sms","Live",NA,NA,0.4,0.6,0.4,NA,"half-sphere",1.8,NA,NA,"vst_YELL_2019","4","51",3.7,269,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00335","sms","Live",NA,NA,0.7,0.7,0.4,NA,"half-sphere",2.9,NA,NA,"vst_YELL_2019","1","33",14.6,318.7,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00046","sms","Live",NA,NA,0.4,1,0.8,NA,"oblate half-sphere",1.3,NA,NA,"vst_YELL_2019","4","51",4.1,241.5,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00069","sms","Standing dead",NA,NA,0.2,0.6,0.3,NA,"half-sphere",1.1,NA,NA,"vst_YELL_2019","2","33",6.3,313.6,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00049","sms","Standing dead",NA,NA,0.1,0.2,0.1,NA,"half-sphere",1.9,NA,NA,"vst_YELL_2019","4","51",4.5,218.1,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00046","sms","Live",NA,NA,0.4,1,0.8,NA,"oblate half-sphere",2.2,NA,NA,"vst_YELL_2019","4","51",4.1,241.5,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00051","sms","Live",NA,NA,0.6,1.2,1,NA,"oblate half-sphere",2.6,NA,NA,"vst_YELL_2019","1","49",10.9,157.9,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00038","sms","Live",NA,NA,0.4,0.6,0.4,NA,"half-sphere",1.1,NA,NA,"vst_YELL_2019","4","51",3.7,269,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00050","sms","Standing dead",NA,NA,0.3,0.9,0.7,NA,"half-sphere",1,NA,NA,"vst_YELL_2019","1","51",11.9,227,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00316","sms","Live",NA,NA,0.4,0.7,0.4,NA,"ellipsoid or sphere",2.9,NA,NA,"vst_YELL_2019","1","33",20.4,274.4,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00073","sms","Live",NA,NA,0.5,1.1,0.8,NA,"oblate half-sphere",1.6,NA,NA,"vst_YELL_2019","4","33",8,329,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00071","sms","Live",NA,NA,0.9,1.7,1.4,NA,"oblate half-sphere",3.2,NA,NA,"vst_YELL_2019","4","33",6.3,320.6,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00326","sms","Live",NA,NA,0.6,0.7,0.4,NA,"half-sphere",2.5,NA,NA,"vst_YELL_2019","4","33",10.1,353.6,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00046","sms","Live",NA,NA,0.4,1,0.8,NA,"oblate half-sphere",1.7,NA,NA,"vst_YELL_2019","4","51",4.1,241.5,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00065","sms","Live",NA,NA,0.4,0.8,0.4,NA,"half-sphere",2.4,NA,NA,"vst_YELL_2019","4","31",11.8,46.8,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00320","sms","Standing dead",NA,NA,0.2,0.3,0.1,NA,"ellipsoid or sphere",1.9,NA,NA,"vst_YELL_2019","1","33",21.4,275.4,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00038","sms","Live",NA,NA,0.4,0.6,0.4,NA,"half-sphere",1.5,NA,NA,"vst_YELL_2019","4","51",3.7,269,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00059","sms","Live",NA,NA,0.4,0.9,0.6,NA,"ellipsoid or sphere",2.6,NA,NA,"vst_YELL_2019","4","31",7.6,47.8,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00338","sms","Standing dead",NA,NA,0.6,0.5,0.4,NA,"ellipsoid or sphere",3.1,NA,NA,"vst_YELL_2019","4","33",19.9,356.7,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00051","sms","Live",NA,NA,0.6,1.2,1,NA,"oblate half-sphere",2.9,NA,NA,"vst_YELL_2019","1","49",10.9,157.9,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00061","sms","Standing dead",NA,NA,0.8,1.1,1,NA,"ellipsoid or sphere",1.7,NA,NA,"vst_YELL_2019","4","31",9.2,45,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00047","sms","Live",NA,NA,0.3,0.7,0.5,NA,"ellipsoid or sphere",2,NA,NA,"vst_YELL_2019","4","51",3.7,221.1,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00337","sms","Live",NA,NA,1,1.6,0.8,NA,"half-sphere",4.5,NA,NA,"vst_YELL_2019","4","33",19,356.8,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00044","sms","Live",NA,NA,0.3,0.7,0.5,NA,"ellipsoid or sphere",1.1,NA,NA,"vst_YELL_2019","4","51",3.4,250,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00050","sms","Standing dead",NA,NA,0.3,0.9,0.7,NA,"half-sphere",1.3,NA,NA,"vst_YELL_2019","1","51",11.9,227,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00328","sms","Live",NA,NA,0.7,0.7,0.4,NA,"inverted cone",2.4,0.1,0.1,"vst_YELL_2019","4","33",15.6,306.8,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00323","sms","Live",NA,NA,0.5,0.4,0.2,NA,"half-sphere",3.2,NA,NA,"vst_YELL_2019","1","33",22.1,273.6,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00334","sms","Live",NA,NA,0.9,1,0.7,NA,"ellipsoid or sphere",4.4,NA,NA,"vst_YELL_2019","3","31",18.3,4.7,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00068","sms","Live",NA,NA,0.8,1.4,1.2,NA,"half-sphere",3.5,NA,NA,"vst_YELL_2019","4","31",12.6,47.2,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00065","sms","Live",NA,NA,0.4,0.8,0.4,NA,"half-sphere",1.3,NA,NA,"vst_YELL_2019","4","31",11.8,46.8,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00059","sms","Standing dead",NA,NA,0.4,0.9,0.6,NA,"ellipsoid or sphere",2.3,NA,NA,"vst_YELL_2019","4","31",7.6,47.8,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00066","sms","Live",NA,NA,0.5,0.6,0.6,NA,"half-sphere",1.1,NA,NA,"vst_YELL_2019","4","31",12.6,43.4,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00067","sms","Standing dead",NA,NA,0.6,1.1,0.9,NA,"half-sphere",1.8,NA,NA,"vst_YELL_2019","4","31",13.1,44.5,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00047","sms","Standing dead",NA,NA,0.3,0.7,0.5,NA,"ellipsoid or sphere",1.3,NA,NA,"vst_YELL_2019","4","51",3.7,221.1,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00062","sms","Standing dead",NA,NA,0.6,1.4,1,NA,"half-sphere",2,NA,NA,"vst_YELL_2019","4","31",10.4,55.3,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00073","sms","Live",NA,NA,0.5,1.1,0.8,NA,"oblate half-sphere",2.6,NA,NA,"vst_YELL_2019","4","33",8,329,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00063","sms","Live",NA,NA,0.5,1.2,0.9,NA,"oblate half-sphere",2.6,NA,NA,"vst_YELL_2019","4","31",9.7,38.2,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00326","sms","Live",NA,NA,0.6,0.7,0.4,NA,"half-sphere",2.3,NA,NA,"vst_YELL_2019","4","33",10.1,353.6,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00040","sms","Live",NA,NA,0.3,0.7,0.6,NA,"half-sphere",2.3,NA,NA,"vst_YELL_2019","4","51",4.2,262.2,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00331","sms","Live",NA,NA,0.8,0.9,0.6,NA,"ellipsoid or sphere",7.6,NA,NA,"vst_YELL_2019","3","31",18,8.7,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00336","sms","Live",NA,NA,1,0.8,0.8,NA,"ellipsoid or sphere",1.2,NA,NA,"vst_YELL_2019","4","33",19.7,355.1,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00071","sms","Standing dead",NA,NA,0.9,1.7,1.4,NA,"oblate half-sphere",1.8,NA,NA,"vst_YELL_2019","4","33",6.3,320.6,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00067","sms","Live",NA,NA,0.6,1.1,0.9,NA,"half-sphere",5.4,NA,NA,"vst_YELL_2019","4","31",13.1,44.5,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00063","sms","Live",NA,NA,0.5,1.2,0.9,NA,"oblate half-sphere",3,NA,NA,"vst_YELL_2019","4","31",9.7,38.2,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00070","sms","Standing dead",NA,NA,0.2,0.1,0.1,NA,"half-sphere",1,NA,NA,"vst_YELL_2019","2","33",5.5,314.8,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00068","sms","Live",NA,NA,0.8,1.4,1.2,NA,"half-sphere",3.9,NA,NA,"vst_YELL_2019","4","31",12.6,47.2,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00316","sms","Standing dead",NA,NA,0.4,0.7,0.4,NA,"ellipsoid or sphere",2.3,NA,NA,"vst_YELL_2019","1","33",20.4,274.4,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00316","sms","Standing dead",NA,NA,0.4,0.7,0.4,NA,"ellipsoid or sphere",1.5,NA,NA,"vst_YELL_2019","1","33",20.4,274.4,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00039","sms","Live",NA,NA,0.3,0.4,0.3,NA,"half-sphere",1.9,NA,NA,"vst_YELL_2019","4","51",3.6,264.4,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00071","sms","Live",NA,NA,0.9,1.7,1.4,NA,"oblate half-sphere",3.5,NA,NA,"vst_YELL_2019","4","33",6.3,320.6,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00046","sms","Live",NA,NA,0.4,1,0.8,NA,"oblate half-sphere",1.6,NA,NA,"vst_YELL_2019","4","51",4.1,241.5,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00321","sms","Live",NA,NA,0.4,0.4,0.2,NA,"ellipsoid or sphere",2.2,NA,NA,"vst_YELL_2019","1","33",21.7,276,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00036","sms","Live",NA,NA,0.2,0.5,0.4,NA,"half-sphere",1.3,NA,NA,"vst_YELL_2019","4","51",3.2,266.7,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00045","sms","Live",NA,NA,0.3,0.5,0.3,NA,"ellipsoid or sphere",1.5,NA,NA,"vst_YELL_2019","4","51",3.6,242.6,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00046","sms","Live",NA,NA,0.4,1,0.8,NA,"oblate half-sphere",1.9,NA,NA,"vst_YELL_2019","4","51",4.1,241.5,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00040","sms","Live",NA,NA,0.3,0.7,0.6,NA,"half-sphere",1.4,NA,NA,"vst_YELL_2019","4","51",4.2,262.2,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00325","sms","Live",NA,NA,0.8,0.8,0.6,NA,"ellipsoid or sphere",4.1,NA,NA,"vst_YELL_2019","4","33",10.1,349.6,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00335","sms","Live",NA,NA,0.7,0.7,0.4,NA,"half-sphere",2.4,NA,NA,"vst_YELL_2019","1","33",14.6,318.7,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00062","sms","Standing dead",NA,NA,0.6,1.4,1,NA,"half-sphere",2.1,NA,NA,"vst_YELL_2019","4","31",10.4,55.3,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00062","sms","Live",NA,NA,0.6,1.4,1,NA,"half-sphere",3.1,NA,NA,"vst_YELL_2019","4","31",10.4,55.3,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00039","sms","Live",NA,NA,0.3,0.4,0.3,NA,"half-sphere",1,NA,NA,"vst_YELL_2019","4","51",3.6,264.4,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00066","sms","Live",NA,NA,0.5,0.6,0.6,NA,"half-sphere",1.2,NA,NA,"vst_YELL_2019","4","31",12.6,43.4,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00041","sms","Live",NA,NA,0.4,0.8,0.8,NA,"half-sphere",1.8,NA,NA,"vst_YELL_2019","4","51",4.5,251.1,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00039","sms","Live",NA,NA,0.3,0.4,0.3,NA,"half-sphere",1.4,NA,NA,"vst_YELL_2019","4","51",3.6,264.4,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00050","sms","Standing dead",NA,NA,0.3,0.9,0.7,NA,"half-sphere",1.6,NA,NA,"vst_YELL_2019","1","51",11.9,227,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00330","sms","Live",NA,NA,0.6,0.7,0.6,NA,"half-sphere",2.5,NA,NA,"vst_YELL_2019","1","31",11,11,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00040","sms","Live",NA,NA,0.3,0.7,0.6,NA,"half-sphere",1.5,NA,NA,"vst_YELL_2019","4","51",4.2,262.2,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00074","sms","Live",NA,NA,0.6,1,0.7,NA,"half-sphere",5.7,NA,NA,"vst_YELL_2019","4","33",6.5,342.8,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00042","sms","Live",NA,NA,0.3,0.5,0.5,NA,"half-sphere",1.1,NA,NA,"vst_YELL_2019","4","51",3.7,256.5,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00044","sms","Live",NA,NA,0.3,0.7,0.5,NA,"ellipsoid or sphere",2.6,NA,NA,"vst_YELL_2019","4","51",3.4,250,"ARTR2"
"YELL","YELL_016",NA,"NEON.PLA.D12.YELL.00051","sms","Live",NA,NA,0.6,1.2,1,NA,"oblate half-sphere",1.5,NA,NA,"vst_YELL_2019","1","49",10.9,157.9,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00330","sms","Live",NA,NA,0.6,0.7,0.6,NA,"half-sphere",1.7,NA,NA,"vst_YELL_2019","1","31",11,11,"ARTR2"
"YELL","YELL_003",NA,"NEON.PLA.D12.YELL.00322","sms","Standing dead",NA,NA,0.1,0.3,0.2,NA,"ellipsoid or sphere",2.3,NA,NA,"vst_YELL_2019","1","33",22,274.8,"ARTR2"
