,siteID,namedLocation,subplotID,targetTaxaPresent,easting,northing,utmZone,E_add,N_add,easting_calc,northing_calc,plotArea,CHM_area,CHM_percent,Year,startDate,endDate
1001,TREE,TREE_057.basePlot.ltr,39,Y,298390.09471,5040929.50097,16N,-10,10,298380,5040939,400,397.0,99.25,2019,2019-06-02T13:00:00.000Z,2019-06-22T13:00:00.000Z
962,TREE,TREE_025.basePlot.ltr,23,Y,298240.08003,5041109.59101,16N,10,-10,298250,5041099,400,400.0,100.0,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
963,TREE,TREE_025.basePlot.ltr,21,Y,298240.08003,5041109.59101,16N,-10,-10,298230,5041099,400,384.0,96.0,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
964,TREE,TREE_039.basePlot.ltr,23,Y,298208.47547,5040987.83164,16N,10,-10,298218,5040977,400,367.0,91.75,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
965,TREE,TREE_039.basePlot.ltr,41,Y,298208.47547,5040987.83164,16N,10,10,298218,5040997,400,395.0,98.75,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
966,TREE,TREE_040.basePlot.ltr,41,Y,297970.55698,5041228.6976,16N,10,10,297980,5041238,400,400.0,100.0,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
967,TREE,TREE_040.basePlot.ltr,23,Y,297970.55698,5041228.6976,16N,10,-10,297980,5041218,400,367.0,91.75,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
968,TREE,TREE_041.basePlot.ltr,41,Y,297788.52907,5041109.0062,16N,10,10,297798,5041119,400,378.0,94.5,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
969,TREE,TREE_041.basePlot.ltr,21,Y,297788.52907,5041109.0062,16N,-10,-10,297778,5041099,400,357.0,89.25,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
970,TREE,TREE_042.basePlot.ltr,41,Y,297549.70283,5041231.47909,16N,10,10,297559,5041241,400,400.0,100.0,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
971,TREE,TREE_042.basePlot.ltr,23,Y,297549.70283,5041231.47909,16N,10,-10,297559,5041221,400,400.0,100.0,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
972,TREE,TREE_043.basePlot.ltr,41,Y,298629.63786,5041169.69339,16N,10,10,298639,5041179,400,400.0,100.0,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
973,TREE,TREE_043.basePlot.ltr,39,Y,298629.63786,5041169.69339,16N,-10,10,298619,5041179,400,398.0,99.5,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
974,TREE,TREE_044.basePlot.ltr,41,Y,298480.42761,5041138.67559,16N,10,10,298490,5041148,400,400.0,100.0,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
975,TREE,TREE_044.basePlot.ltr,39,Y,298480.42761,5041138.67559,16N,-10,10,298470,5041148,400,400.0,100.0,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
976,TREE,TREE_045.basePlot.ltr,39,Y,298150.66035,5041198.87804,16N,-10,10,298140,5041208,400,383.0,95.75,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
977,TREE,TREE_045.basePlot.ltr,23,Y,298150.66035,5041198.87804,16N,10,-10,298160,5041188,400,348.0,87.0,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
978,TREE,TREE_046.basePlot.ltr,23,Y,297460.6545,5041048.52023,16N,10,-10,297470,5041038,400,394.0,98.5,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
979,TREE,TREE_046.basePlot.ltr,39,Y,297460.6545,5041048.52023,16N,-10,10,297450,5041058,400,392.0,98.0,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
980,TREE,TREE_047.basePlot.ltr,39,Y,297792.3646,5041227.98911,16N,-10,10,297782,5041237,400,352.0,88.0,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
981,TREE,TREE_047.basePlot.ltr,41,Y,297792.3646,5041227.98911,16N,10,10,297802,5041237,400,397.0,99.25,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
982,TREE,TREE_048.basePlot.ltr,39,Y,298479.46548,5041230.45462,16N,-10,10,298469,5041240,400,400.0,100.0,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
983,TREE,TREE_048.basePlot.ltr,41,Y,298479.46548,5041230.45462,16N,10,10,298489,5041240,400,398.0,99.5,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
984,TREE,TREE_049.basePlot.ltr,23,Y,297550.498,5041079.20575,16N,10,-10,297560,5041069,400,400.0,100.0,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
985,TREE,TREE_049.basePlot.ltr,21,Y,297550.498,5041079.20575,16N,-10,-10,297540,5041069,400,398.0,99.5,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
986,TREE,TREE_050.basePlot.ltr,39,Y,297609.43805,5040658.70661,16N,-10,10,297599,5040668,400,229.0,57.25,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
987,TREE,TREE_050.basePlot.ltr,41,Y,297609.43805,5040658.70661,16N,10,10,297619,5040668,400,143.0,35.75,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
988,TREE,TREE_051.basePlot.ltr,39,Y,297340.58894,5041048.39437,16N,-10,10,297330,5041058,400,400.0,100.0,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
989,TREE,TREE_051.basePlot.ltr,41,Y,297340.58894,5041048.39437,16N,10,10,297350,5041058,400,400.0,100.0,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
990,TREE,TREE_052.basePlot.ltr,21,Y,297607.96377,5040780.30748,16N,-10,-10,297597,5040770,400,400.0,100.0,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
991,TREE,TREE_052.basePlot.ltr,23,Y,297607.96377,5040780.30748,16N,10,-10,297617,5040770,400,398.0,99.5,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
992,TREE,TREE_053.basePlot.ltr,23,Y,297429.28641,5040837.67623,16N,10,-10,297439,5040827,400,395.0,98.75,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
993,TREE,TREE_053.basePlot.ltr,41,Y,297429.28641,5040837.67623,16N,10,10,297439,5040847,400,400.0,100.0,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
994,TREE,TREE_054.basePlot.ltr,21,Y,297369.01409,5040720.0709,16N,-10,-10,297359,5040710,400,397.0,99.25,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
995,TREE,TREE_054.basePlot.ltr,41,Y,297369.01409,5040720.0709,16N,10,10,297379,5040730,400,394.0,98.5,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
996,TREE,TREE_055.basePlot.ltr,41,Y,297308.35014,5040868.82915,16N,10,10,297318,5040878,400,378.0,94.5,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
997,TREE,TREE_055.basePlot.ltr,39,Y,297308.35014,5040868.82915,16N,-10,10,297298,5040878,400,375.0,93.75,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
998,TREE,TREE_056.basePlot.ltr,21,Y,297488.52732,5040957.3171,16N,-10,-10,297478,5040947,400,374.0,93.5,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
999,TREE,TREE_056.basePlot.ltr,41,Y,297488.52732,5040957.3171,16N,10,10,297498,5040967,400,398.0,99.5,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
1000,TREE,TREE_057.basePlot.ltr,23,Y,298390.09471,5040929.50097,16N,10,-10,298400,5040919,400,397.0,99.25,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
1001,TREE,TREE_057.basePlot.ltr,39,Y,298390.09471,5040929.50097,16N,-10,10,298380,5040939,400,398.0,99.5,2020,2020-07-28T13:00:00.000Z,2020-08-11T15:00:00.000Z
962,TREE,TREE_025.basePlot.ltr,23,Y,298240.08003,5041109.59101,16N,10,-10,298250,5041099,400,400.0,100.0,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
963,TREE,TREE_025.basePlot.ltr,21,Y,298240.08003,5041109.59101,16N,-10,-10,298230,5041099,400,396.0,99.0,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
964,TREE,TREE_039.basePlot.ltr,23,Y,298208.47547,5040987.83164,16N,10,-10,298218,5040977,400,377.0,94.25,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
965,TREE,TREE_039.basePlot.ltr,41,Y,298208.47547,5040987.83164,16N,10,10,298218,5040997,400,397.0,99.25,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
966,TREE,TREE_040.basePlot.ltr,41,Y,297970.55698,5041228.6976,16N,10,10,297980,5041238,400,400.0,100.0,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
967,TREE,TREE_040.basePlot.ltr,23,Y,297970.55698,5041228.6976,16N,10,-10,297980,5041218,400,376.0,94.0,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
968,TREE,TREE_041.basePlot.ltr,41,Y,297788.52907,5041109.0062,16N,10,10,297798,5041119,400,388.0,97.0,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
969,TREE,TREE_041.basePlot.ltr,21,Y,297788.52907,5041109.0062,16N,-10,-10,297778,5041099,400,373.0,93.25,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
970,TREE,TREE_042.basePlot.ltr,41,Y,297549.70283,5041231.47909,16N,10,10,297559,5041241,400,374.0,93.5,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
971,TREE,TREE_042.basePlot.ltr,23,Y,297549.70283,5041231.47909,16N,10,-10,297559,5041221,400,387.0,96.75,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
972,TREE,TREE_043.basePlot.ltr,41,Y,298629.63786,5041169.69339,16N,10,10,298639,5041179,400,400.0,100.0,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
973,TREE,TREE_043.basePlot.ltr,39,Y,298629.63786,5041169.69339,16N,-10,10,298619,5041179,400,400.0,100.0,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
974,TREE,TREE_044.basePlot.ltr,41,Y,298480.42761,5041138.67559,16N,10,10,298490,5041148,400,400.0,100.0,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
975,TREE,TREE_044.basePlot.ltr,39,Y,298480.42761,5041138.67559,16N,-10,10,298470,5041148,400,400.0,100.0,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
976,TREE,TREE_045.basePlot.ltr,39,Y,298150.66035,5041198.87804,16N,-10,10,298140,5041208,400,388.0,97.0,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
977,TREE,TREE_045.basePlot.ltr,23,Y,298150.66035,5041198.87804,16N,10,-10,298160,5041188,400,343.0,85.75,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
978,TREE,TREE_046.basePlot.ltr,23,Y,297460.6545,5041048.52023,16N,10,-10,297470,5041038,400,346.0,86.5,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
979,TREE,TREE_046.basePlot.ltr,39,Y,297460.6545,5041048.52023,16N,-10,10,297450,5041058,400,371.0,92.75,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
980,TREE,TREE_047.basePlot.ltr,39,Y,297792.3646,5041227.98911,16N,-10,10,297782,5041237,400,382.0,95.5,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
981,TREE,TREE_047.basePlot.ltr,41,Y,297792.3646,5041227.98911,16N,10,10,297802,5041237,400,400.0,100.0,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
982,TREE,TREE_048.basePlot.ltr,39,Y,298479.46548,5041230.45462,16N,-10,10,298469,5041240,400,400.0,100.0,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
983,TREE,TREE_048.basePlot.ltr,41,Y,298479.46548,5041230.45462,16N,10,10,298489,5041240,400,400.0,100.0,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
984,TREE,TREE_049.basePlot.ltr,23,Y,297550.498,5041079.20575,16N,10,-10,297560,5041069,400,371.0,92.75,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
985,TREE,TREE_049.basePlot.ltr,21,Y,297550.498,5041079.20575,16N,-10,-10,297540,5041069,400,380.0,95.0,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
986,TREE,TREE_050.basePlot.ltr,39,Y,297609.43805,5040658.70661,16N,-10,10,297599,5040668,400,240.0,60.0,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
987,TREE,TREE_050.basePlot.ltr,41,Y,297609.43805,5040658.70661,16N,10,10,297619,5040668,400,156.0,39.0,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
988,TREE,TREE_051.basePlot.ltr,39,Y,297340.58894,5041048.39437,16N,-10,10,297330,5041058,400,400.0,100.0,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
989,TREE,TREE_051.basePlot.ltr,41,Y,297340.58894,5041048.39437,16N,10,10,297350,5041058,400,400.0,100.0,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
990,TREE,TREE_052.basePlot.ltr,21,Y,297607.96377,5040780.30748,16N,-10,-10,297597,5040770,400,400.0,100.0,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
991,TREE,TREE_052.basePlot.ltr,23,Y,297607.96377,5040780.30748,16N,10,-10,297617,5040770,400,400.0,100.0,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
992,TREE,TREE_053.basePlot.ltr,23,Y,297429.28641,5040837.67623,16N,10,-10,297439,5040827,400,397.0,99.25,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
993,TREE,TREE_053.basePlot.ltr,41,Y,297429.28641,5040837.67623,16N,10,10,297439,5040847,400,349.0,87.25,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
994,TREE,TREE_054.basePlot.ltr,21,Y,297369.01409,5040720.0709,16N,-10,-10,297359,5040710,400,341.0,85.25,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
995,TREE,TREE_054.basePlot.ltr,41,Y,297369.01409,5040720.0709,16N,10,10,297379,5040730,400,377.0,94.25,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
996,TREE,TREE_055.basePlot.ltr,41,Y,297308.35014,5040868.82915,16N,10,10,297318,5040878,400,337.0,84.25,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
997,TREE,TREE_055.basePlot.ltr,39,Y,297308.35014,5040868.82915,16N,-10,10,297298,5040878,400,365.0,91.25,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
998,TREE,TREE_056.basePlot.ltr,21,Y,297488.52732,5040957.3171,16N,-10,-10,297478,5040947,400,377.0,94.25,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
999,TREE,TREE_056.basePlot.ltr,41,Y,297488.52732,5040957.3171,16N,10,10,297498,5040967,400,346.0,86.5,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
1000,TREE,TREE_057.basePlot.ltr,23,Y,298390.09471,5040929.50097,16N,10,-10,298400,5040919,400,400.0,100.0,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
1001,TREE,TREE_057.basePlot.ltr,39,Y,298390.09471,5040929.50097,16N,-10,10,298380,5040939,400,400.0,100.0,2024,2024-06-30T13:00:00.000Z,2024-07-12T13:00:00.000Z
962,TREE,TREE_025.basePlot.ltr,23,Y,298240.08003,5041109.59101,16N,10,-10,298250,5041099,400,399.0,99.75,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
963,TREE,TREE_025.basePlot.ltr,21,Y,298240.08003,5041109.59101,16N,-10,-10,298230,5041099,400,385.0,96.25,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
964,TREE,TREE_039.basePlot.ltr,23,Y,298208.47547,5040987.83164,16N,10,-10,298218,5040977,400,380.0,95.0,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
965,TREE,TREE_039.basePlot.ltr,41,Y,298208.47547,5040987.83164,16N,10,10,298218,5040997,400,396.0,99.0,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
966,TREE,TREE_040.basePlot.ltr,41,Y,297970.55698,5041228.6976,16N,10,10,297980,5041238,400,399.0,99.75,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
967,TREE,TREE_040.basePlot.ltr,23,Y,297970.55698,5041228.6976,16N,10,-10,297980,5041218,400,361.0,90.25,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
968,TREE,TREE_041.basePlot.ltr,41,Y,297788.52907,5041109.0062,16N,10,10,297798,5041119,400,379.0,94.75,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
969,TREE,TREE_041.basePlot.ltr,21,Y,297788.52907,5041109.0062,16N,-10,-10,297778,5041099,400,374.0,93.5,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
970,TREE,TREE_042.basePlot.ltr,41,Y,297549.70283,5041231.47909,16N,10,10,297559,5041241,400,366.0,91.5,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
971,TREE,TREE_042.basePlot.ltr,23,Y,297549.70283,5041231.47909,16N,10,-10,297559,5041221,400,392.0,98.0,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
972,TREE,TREE_043.basePlot.ltr,41,Y,298629.63786,5041169.69339,16N,10,10,298639,5041179,400,400.0,100.0,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
973,TREE,TREE_043.basePlot.ltr,39,Y,298629.63786,5041169.69339,16N,-10,10,298619,5041179,400,400.0,100.0,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
974,TREE,TREE_044.basePlot.ltr,41,Y,298480.42761,5041138.67559,16N,10,10,298490,5041148,400,400.0,100.0,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
975,TREE,TREE_044.basePlot.ltr,39,Y,298480.42761,5041138.67559,16N,-10,10,298470,5041148,400,400.0,100.0,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
976,TREE,TREE_045.basePlot.ltr,39,Y,298150.66035,5041198.87804,16N,-10,10,298140,5041208,400,384.0,96.0,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
977,TREE,TREE_045.basePlot.ltr,23,Y,298150.66035,5041198.87804,16N,10,-10,298160,5041188,400,332.0,83.0,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
978,TREE,TREE_046.basePlot.ltr,23,Y,297460.6545,5041048.52023,16N,10,-10,297470,5041038,400,344.0,86.0,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
979,TREE,TREE_046.basePlot.ltr,39,Y,297460.6545,5041048.52023,16N,-10,10,297450,5041058,400,370.0,92.5,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
980,TREE,TREE_047.basePlot.ltr,39,Y,297792.3646,5041227.98911,16N,-10,10,297782,5041237,400,361.0,90.25,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
981,TREE,TREE_047.basePlot.ltr,41,Y,297792.3646,5041227.98911,16N,10,10,297802,5041237,400,400.0,100.0,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
982,TREE,TREE_048.basePlot.ltr,39,Y,298479.46548,5041230.45462,16N,-10,10,298469,5041240,400,400.0,100.0,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
983,TREE,TREE_048.basePlot.ltr,41,Y,298479.46548,5041230.45462,16N,10,10,298489,5041240,400,400.0,100.0,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
984,TREE,TREE_049.basePlot.ltr,23,Y,297550.498,5041079.20575,16N,10,-10,297560,5041069,400,376.0,94.0,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
985,TREE,TREE_049.basePlot.ltr,21,Y,297550.498,5041079.20575,16N,-10,-10,297540,5041069,400,374.0,93.5,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
986,TREE,TREE_050.basePlot.ltr,39,Y,297609.43805,5040658.70661,16N,-10,10,297599,5040668,400,215.0,53.75,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
987,TREE,TREE_050.basePlot.ltr,41,Y,297609.43805,5040658.70661,16N,10,10,297619,5040668,400,151.0,37.75,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
988,TREE,TREE_051.basePlot.ltr,39,Y,297340.58894,5041048.39437,16N,-10,10,297330,5041058,400,400.0,100.0,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
989,TREE,TREE_051.basePlot.ltr,41,Y,297340.58894,5041048.39437,16N,10,10,297350,5041058,400,400.0,100.0,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
990,TREE,TREE_052.basePlot.ltr,21,Y,297607.96377,5040780.30748,16N,-10,-10,297597,5040770,400,400.0,100.0,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
991,TREE,TREE_052.basePlot.ltr,23,Y,297607.96377,5040780.30748,16N,10,-10,297617,5040770,400,400.0,100.0,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
992,TREE,TREE_053.basePlot.ltr,23,Y,297429.28641,5040837.67623,16N,10,-10,297439,5040827,400,395.0,98.75,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
993,TREE,TREE_053.basePlot.ltr,41,Y,297429.28641,5040837.67623,16N,10,10,297439,5040847,400,344.0,86.0,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
994,TREE,TREE_054.basePlot.ltr,21,Y,297369.01409,5040720.0709,16N,-10,-10,297359,5040710,400,330.0,82.5,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
995,TREE,TREE_054.basePlot.ltr,41,Y,297369.01409,5040720.0709,16N,10,10,297379,5040730,400,370.0,92.5,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
996,TREE,TREE_055.basePlot.ltr,41,Y,297308.35014,5040868.82915,16N,10,10,297318,5040878,400,326.0,81.5,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
997,TREE,TREE_055.basePlot.ltr,39,Y,297308.35014,5040868.82915,16N,-10,10,297298,5040878,400,354.0,88.5,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
998,TREE,TREE_056.basePlot.ltr,21,Y,297488.52732,5040957.3171,16N,-10,-10,297478,5040947,400,371.0,92.75,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
999,TREE,TREE_056.basePlot.ltr,41,Y,297488.52732,5040957.3171,16N,10,10,297498,5040967,400,336.0,84.0,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
1000,TREE,TREE_057.basePlot.ltr,23,Y,298390.09471,5040929.50097,16N,10,-10,298400,5040919,400,389.0,97.25,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
1001,TREE,TREE_057.basePlot.ltr,39,Y,298390.09471,5040929.50097,16N,-10,10,298380,5040939,400,400.0,100.0,2022,2022-06-09T13:00:00.000Z,2022-06-22T16:00:00.000Z
