"X_record_id","load_status","date","yearboutbegan","individualid","vstid","taxonid","domainid","siteid","plotid","subplotid","nestedsubplotid","pointid","stemazimuth","stemdistance","recordtype","cfconlytag"
"7c9ea7e7-b651-4a59-a1dc-8cedf6d40bdb","LOADED","2019-01-15",2019,"NEON.PLA.D20.PUUM.08333","VST.PUUM.08333.2019","MEPO5","D20","PUUM","PUUM_013",NA,NA,33,320.4,11.4,"map and tag","Y"
"7ed59819-73ea-4ff2-bbf6-bd1f6d861749","LOADED","2015-07-23",2015,"NEON.PLA.D05.UNDE.02290","VST.UNDE.02290.2015","FRNI","D05","UNDE","UNDE_043",23,1,NA,NA,NA,"tag only","N"
"82df9b5c-8628-42bb-a683-e4e3cbcbdcb8","LOADED","2015-09-21",2015,"NEON.PLA.D17.TEAK.01742","VST.TEAK.01742.2015","PICO","D17","TEAK","TEAK_057",21,NA,39,153.5,11.8,"map and tag",NA
"83934448-97bb-47ab-8b74-a77f056c3a89","LOADED","2015-08-13",2015,"NEON.PLA.D17.TEAK.00408","VST.TEAK.00408.2015","ABCOL","D17","TEAK","TEAK_045",23,NA,25,344.4,13.8,"map and tag",NA
"84a0831b-b166-43da-a991-5faab637dde9","LOADED","2016-08-23",2016,"NEON.PLA.D19.DEJU.02419","VST.DEJU.02419.2016","PIMA","D19","DEJU","DEJU_045",39,1,NA,NA,NA,"tag only","N"
"84ad9112-4367-477b-8716-043a296a0d46","LOADED",NA,2015,"NEON.PLA.D03.JERC.04206","VST.JERC.04206.2015","QUMA6","D03","JERC","JERC_049",21,NA,NA,NA,NA,"tag only","N"
"84d41a0e-1275-44e0-80c3-717ea2bdea3a","LOADED","2015-08-13",2015,"NEON.PLA.D17.TEAK.00372","VST.TEAK.00372.2015","ABCOL","D17","TEAK","TEAK_045",39,NA,49,39.6,10,"map and tag",NA
"86875a69-7023-422c-b273-9a876db63d2b","LOADED","2015-09-24",2015,"NEON.PLA.D17.TEAK.01920","VST.TEAK.01920.2015","PICO","D17","TEAK","TEAK_051",NA,NA,NA,NA,NA,"map and tag",NA
"870a0739-b082-494b-8513-0a9414e3fd3d","LOADED","2020-08-24",2020,"NEON.PLA.D01.HARV.10867","VST.HARV.10867.2020","PIRE","D01","HARV","HARV_034",39,NA,57,173,0.5,"map and tag","N"
"892cde6e-ee47-4ed6-9c54-864e6aad1837","LOADED","2014-09-03",2014,"NEON.PLA.D01.BART.01120","VST.BART.01120.2014","ACSAS","D01","BART","BART_002",41,NA,NA,257,2.4,"tag only","N"
"89627567-9355-40f6-b3cc-607b2b80f58a","LOADED","2015-09-21",2015,"NEON.PLA.D17.TEAK.01723","VST.TEAK.01723.2015","ABMA","D17","TEAK","TEAK_057",21,NA,23,319.1,7.2,"map and tag",NA
"8b9f357d-8991-465f-8d3e-599d93f23f77","LOADED","2015-09-28",2015,"NEON.PLA.D17.TEAK.02008","VST.TEAK.02008.2015","PIJE","D17","TEAK","TEAK_046",39,NA,41,310.7,8,"map and tag",NA
"8db02412-89af-4f75-bf55-a38833c1e33b","LOADED","2015-08-13",2015,"NEON.PLA.D17.TEAK.00373","VST.TEAK.00373.2015","ABCOL","D17","TEAK","TEAK_045",39,NA,49,48.4,10.9,"map and tag",NA
"8db107e9-f3fc-4cb0-ab0f-2d4dbb70db05","LOADED","2019-09-11",2019,"NEON.PLA.D12.YELL.01390","VST.YELL.01390.2019","PSME","D12","YELL","YELL_052",41,NA,61,181.2,6.3,"map and tag","N"
"8e0ee4ce-fce2-4703-94f5-00a92385ff57","LOADED",NA,2015,"NEON.PLA.D03.OSBS.00846","VST.OSBS.00846.2015","VAAR","D03","OSBS","OSBS_042",21,NA,41,243,21.5,"map and tag","N"
"8e1ba1fd-5b89-4ca3-8028-6c3c64c3e230","LOADED",NA,2015,"NEON.PLA.D03.OSBS.02188","VST.OSBS.02188.2015","QULA2","D03","OSBS","OSBS_029",39,NA,39,73.6,14.2,"map and tag","N"
"8f0dcceb-7cc6-4197-b444-b5dbb4dcc61b","LOADED","2018-04-10",2018,"NEON.PLA.D20.PUUM.00195","VST.PUUM.00195.2018","MEPO5","D20","PUUM","PUUM_047",32,2,NA,NA,NA,"tag only","N"
"90273092-98f2-40c6-b90b-2d3724939c4d","LOADED",NA,2015,"NEON.PLA.D03.JERC.04191","VST.JERC.04191.2015","QUMA6","D03","JERC","JERC_049",21,NA,NA,NA,NA,"tag only","N"
"91a641ec-753c-4870-bbf0-06d4bd938030","LOADED","2019-07-31",2019,"NEON.PLA.D12.YELL.00710","VST.YELL.00710.2019","JUCO6","D12","YELL","YELL_022",31,1,NA,NA,NA,"tag only","N"
"91c36ccd-b35d-43f5-bc58-aec53a85bfca","LOADED",NA,2015,"NEON.PLA.D03.OSBS.02256","VST.OSBS.02256.2015","QULA2","D03","OSBS","OSBS_027",39,NA,NA,NA,NA,"tag only","N"
"92978092-07ea-4ac1-9297-5ac5dd2a819e","LOADED","2015-09-24",2015,"NEON.PLA.D17.TEAK.01917","VST.TEAK.01917.2015","PICO","D17","TEAK","TEAK_051",21,NA,23,282.9,4.8,"map and tag",NA
"955d935c-9c53-4718-b766-e0703f30dafb","LOADED",NA,2015,"NEON.PLA.D03.JERC.04185","VST.JERC.04185.2015","QUFA","D03","JERC","JERC_049",21,NA,NA,NA,NA,"tag only","N"
"955f54fe-fb48-4986-a4fa-a338fe7db142","LOADED","2015-06-17",2015,"NEON.PLA.D19.DEJU.00488","VST.DEJU.00488.2015","ALVI5","D19","DEJU","DEJU_052",21,4,NA,NA,NA,"tag only",NA
"972eee73-2fd8-45f7-97ee-0d044797198f","LOADED","2015-06-17",2015,"NEON.PLA.D19.DEJU.00489","VST.DEJU.00489.2015","BETUL","D19","DEJU","DEJU_052",21,4,NA,NA,NA,"tag only",NA
"9938fc5f-44c6-4104-9009-4daaa67e4e6b","LOADED","2015-07-21",2015,"NEON.PLA.D05.UNDE.00607","VST.UNDE.00607.2015","ACRU","D05","UNDE","UNDE_037",41,NA,41,72.1,10.1,"map and tag","N"
"9b182e19-333c-4520-bb19-bb0f1a623b60","LOADED","2015-09-10",2015,"NEON.PLA.D17.TEAK.01206","VST.TEAK.01206.2015","ABCOL","D17","TEAK","TEAK_055",23,NA,43,264.4,10,"map and tag",NA
"9be2ff99-bd42-4420-9afc-f39ebdc869be","LOADED","2019-07-15",2019,"NEON.PLA.D16.WREF.09999","VST.WREF.09999.2019","TSHE","D16","WREF","WREF_016",41,4,51,229.9,5.7,"map and tag","N"
"9e1b8496-8fc6-45c7-bbd3-f5d602d2d9eb","LOADED","2019-09-18",2019,"NEON.PLA.D12.YELL.02800","VST.YELL.02800.2019","SYAL","D12","YELL","YELL_045",21,1,NA,NA,NA,"tag only","N"
"a0643fa3-de60-4523-a23d-fdc881aee10a","LOADED","2015-08-18",2015,"NEON.PLA.D05.STEI.01585","VST.STEI.01585.2015","POTR5","D05","STEI","STEI_047",21,1,NA,NA,NA,"tag only","N"
"a1593557-6468-4bf7-aa8c-4117a751dbb1","LOADED",NA,2015,"NEON.PLA.D03.JERC.04238","VST.JERC.04238.2015","QUIN","D03","JERC","JERC_049",21,NA,NA,NA,NA,"tag only","N"
"a1b4b40a-0fbe-40c1-93b2-1f514a918453","LOADED","2015-08-13",2015,"NEON.PLA.D17.TEAK.00414","VST.TEAK.00414.2015","ABCOL","D17","TEAK","TEAK_045",23,NA,25,306,2.8,"map and tag",NA
"a1c596a7-924e-46b6-911c-f5c520e3f7ec","LOADED","2015-10-20",2015,"NEON.PLA.D17.TEAK.03168","VST.TEAK.03168.2015","ABMA","D17","TEAK","TEAK_050",21,NA,21,40.4,20.9,"map and tag",NA
"a29a038e-ddd7-4cde-95fd-0f6e81b0b4cc","LOADED","2015-07-23",2015,"NEON.PLA.D05.UNDE.02369","VST.UNDE.02369.2015","AMELA","D05","UNDE","UNDE_043",23,1,NA,NA,NA,"tag only","N"
"a30929ee-9b09-4d48-8411-045171ef9852","LOADED","2015-09-30",2015,"NEON.PLA.D17.TEAK.02186","VST.TEAK.02186.2015","ABCOL","D17","TEAK","TEAK_058",21,NA,21,61,1.4,"map and tag",NA
"a79e9058-07d3-4447-8bff-74905cb5a0e6","LOADED","2019-09-26",2019,"NEON.PLA.D05.STEI.03310","VST.STEI.03310.2019","ABBA","D05","STEI","STEI_046",23,NA,43,211.5,5,"map and tag","N"
"a8c2cbad-94ef-4f06-bb8b-93b27ebcdc0d","LOADED","2019-04-30",2019,"NEON.PLA.D01.HARV.11647","VST.HARV.11647.2019","PIST","D01","HARV","HARV_004",41,1,NA,NA,NA,"tag only","N"
"aacf92d8-fa10-4e91-a7ba-f30e7c9d078b","LOADED","2015-08-19",2015,"NEON.PLA.D17.TEAK.00378","VST.TEAK.00378.2015","ABCOL","D17","TEAK","TEAK_054",41,NA,61,239.3,7.8,"map and tag",NA
"aaf79707-baf2-4490-9311-3333c305c2ff","LOADED","2015-07-23",2015,"NEON.PLA.D05.UNDE.02084","VST.UNDE.02084.2015","POTR5","D05","UNDE","UNDE_043",23,1,NA,NA,NA,"tag only","N"
"ad2fc94b-b90e-4b23-bf60-6a0880f8aeaa","LOADED","2020-09-03",2020,"NEON.PLA.D05.STEI.05505","VST.STEI.05505.2020","POTR5","D05","STEI","STEI_047",23,4,41,170.9,8.4,"map and tag","N"
"ad6f3613-1b25-4a91-9056-450cc414d278","LOADED","2016-09-23",2016,"NEON.PLA.D05.STEI.03189","VST.STEI.03189.2016","POTR5","D05","STEI","STEI_058",41,NA,59,122.1,7.9,"map and tag","N"
"add62f80-7f2c-4538-aab7-2327ed163cc5","LOADED",NA,2015,"NEON.PLA.D03.OSBS.00837","VST.OSBS.00837.2015","DIVI5","D03","OSBS","OSBS_042",21,NA,39,130.5,5.6,"map and tag","N"
"ae55c90a-cf07-4428-9ee5-f3b3ce9e8309","LOADED","2019-09-19",2019,"NEON.PLA.D12.YELL.02746","VST.YELL.02746.2019","POTR5","D12","YELL","YELL_046",41,1,NA,NA,NA,"tag only","N"
"aedfd496-1418-40c6-9ed7-ec0d6e9c4442","LOADED","2017-05-24",2016,"NEON.PLA.D19.DEJU.00219","VST.DEJU.00219.2016","PIMA","D19","DEJU","DEJU_047",21,4,NA,NA,NA,"tag only","N"
"aeeedf82-b267-4d5c-938f-db5317503f1f","LOADED","2016-09-28",2016,"NEON.PLA.D05.UNDE.02324B","VST.UNDE.02324B.2016","ACRU","D05","UNDE","UNDE_043",23,NA,NA,NA,NA,"tag only","N"
"aff845b6-dc5b-4271-a5cc-131ae1c57375","LOADED","2019-09-16",2019,"NEON.PLA.D12.YELL.01040","VST.YELL.01040.2019","PSME","D12","YELL","YELL_048",23,NA,39,167,11.7,"map and tag","N"
"b0fd017b-25a5-4a18-bd80-f44f0c2f923a","LOADED","2015-09-16",2015,"NEON.PLA.D17.TEAK.01517","VST.TEAK.01517.2015","ABMA","D17","TEAK","TEAK_044",21,NA,39,111.6,15.3,"map and tag",NA
"b4df20c3-4e4e-4656-a942-7469e1c9a093","LOADED","2018-10-18",2018,"NEON.PLA.D12.YELL.00529","VST.YELL.00529.2018","JUCO6","D12","YELL","YELL_012",31,1,NA,NA,NA,"tag only","N"
"b7930de1-afae-42ea-9970-9f0dea498a48","LOADED","2015-08-13",2015,"NEON.PLA.D17.TEAK.00421","VST.TEAK.00421.2015","ABCOL","D17","TEAK","TEAK_045",23,NA,43,254.6,5.6,"map and tag",NA
"b9e10971-0f0c-4144-bcea-d22ec3391d16","LOADED","2017-10-11",2017,"NEON.PLA.D05.UNDE.00616","VST.UNDE.00616.2017","BEAL2","D05","UNDE","UNDE_037",41,NA,59,118,8.6,"map and tag","N"
"ba5ee87b-2623-4cb7-b48f-82e53381eff0","LOADED","2019-10-01",2019,"NEON.PLA.D05.STEI.01587","VST.STEI.01587.2019","THOC2","D05","STEI","STEI_047",21,NA,23,273.9,4.2,"map and tag","N"
"bbeb2acc-fe01-4b46-8afe-8a1b47dadffe","LOADED","2015-08-11",2015,"NEON.PLA.D19.HEAL.01311","VST.HEAL.01311.2015","BETUL","D19","HEAL","HEAL_014",40,1,NA,NA,NA,"tag only",NA
"bcaa5b11-7677-4534-b0c1-001d3cf4bd47","LOADED","2017-05-24",2016,"NEON.PLA.D19.DEJU.00217","VST.DEJU.00217.2016","PIMA","D19","DEJU","DEJU_047",21,4,NA,NA,NA,"tag only","N"
"bd4dda17-5bb9-4450-b2f3-ee2d55806f69","LOADED","2019-11-19",2019,"NEON.PLA.D16.WREF.04424A","VST.WREF.04424A.2019","PSMEM","D16","WREF","WREF_073",39,NA,NA,NA,NA,"tag only","N"
"bd9573f8-dfa4-492c-b60f-05020825bd38","LOADED","2015-07-23",2015,"NEON.PLA.D05.UNDE.02016","VST.UNDE.02016.2015","POTR5","D05","UNDE","UNDE_043",23,1,NA,NA,NA,"tag only","N"
"be6b1bc8-f1e7-4cb3-ae2c-239656973496","LOADED","2015-08-18",2015,"NEON.PLA.D05.STEI.01502","VST.STEI.01502.2015","POTR5","D05","STEI","STEI_057",21,1,NA,NA,NA,"tag only","N"
"be712f86-6793-4dcf-9426-6be762ec8678","LOADED",NA,2015,"NEON.PLA.D03.JERC.04019","VST.JERC.04019.2015","PIPA2","D03","JERC","JERC_063",21,NA,41,183.4,16.8,"map and tag","N"
"bed6bb51-3381-4f69-ba81-b790c7badcd9","LOADED","2015-06-20",2015,"NEON.PLA.D19.DEJU.02924","VST.DEJU.02924.2015","PIMA","D19","DEJU","DEJU_046",23,NA,23,338.3,4.1,"map and tag",NA
"bf49ce6c-936f-4a7f-acea-c4225029aab0","LOADED",NA,2015,"NEON.PLA.D03.OSBS.00271","VST.OSBS.00271.2015","PIPA2","D03","OSBS","OSBS_042",41,NA,NA,NA,NA,"tag only","N"
"c2950a81-cd21-4464-9d8e-384105184e1b","LOADED","2015-09-29",2015,"NEON.PLA.D17.TEAK.02132","VST.TEAK.02132.2015","ABCOL","D17","TEAK","TEAK_046",41,NA,43,346.5,9.8,"map and tag",NA
"c6197cc2-5f17-4b05-a1e4-9c3dc90285aa","LOADED","2019-09-16",2019,"NEON.PLA.D12.YELL.01043","VST.YELL.01043.2019","PSME","D12","YELL","YELL_048",23,NA,39,160.4,14.4,"map and tag","N"
"c849977f-8d9d-4fd5-ab4f-f7899ea0beca","LOADED","2015-07-21",2015,"NEON.PLA.D05.UNDE.00394","VST.UNDE.00394.2015","ACRU","D05","UNDE","UNDE_037",41,NA,NA,NA,NA,"map and tag","N"
"c84d50bb-095a-48f7-b0e1-bb8b2478e272","LOADED","2019-09-18",2019,"NEON.PLA.D12.YELL.01530","VST.YELL.01530.2019","PSME","D12","YELL","YELL_045",23,NA,43,213.7,10.1,"map and tag","N"
"ca90ec0c-4363-4f5e-b1bc-d3cdfc0a36c4","LOADED","2019-10-03",2019,"NEON.PLA.D05.STEI.03528","VST.STEI.03528.2019","POTR5","D05","STEI","STEI_053",39,NA,41,347.4,8.1,"map and tag","N"
"caf3e7f3-9c25-4e74-b88e-1d52039bd8e6","LOADED","2016-10-19",2016,"NEON.PLA.D01.BART.01505B","VST.BART.01505B.2016","TSCA","D01","BART","BART_001",40,NA,NA,NA,NA,"tag only","N"
"cc82fe54-3c50-4c1e-bed0-280db43fcc9d","LOADED",NA,2015,"NEON.PLA.D03.OSBS.00278","VST.OSBS.00278.2015","DIVI5","D03","OSBS","OSBS_042",41,NA,NA,NA,NA,"tag only","N"
"cef5e076-2398-44b1-aafa-674d5d332a1e","LOADED","2016-10-10",2016,"NEON.PLA.D08.DELA.12294","VST.DELA.12294.2016","ULAL","D08","DELA","DELA_056",39,1,41,282,6.6,"map and tag","N"
"d174d54d-b797-465c-a3ed-21dcafea5a24","LOADED","2015-08-18",2015,"NEON.PLA.D05.STEI.01722","VST.STEI.01722.2015","POTR5","D05","STEI","STEI_047",23,2,NA,NA,NA,"tag only","N"
"d3fd2d1b-a888-4ca4-a98a-4d14a9126fab","LOADED","2015-08-19",2015,"NEON.PLA.D17.TEAK.00382","VST.TEAK.00382.2015","PIJE","D17","TEAK","TEAK_054",41,NA,61,179.1,15.2,"map and tag",NA
"d52feee1-b8f9-4740-ad84-3118b815f8c6","LOADED","2015-09-29",2015,"NEON.PLA.D17.TEAK.02054","VST.TEAK.02054.2015","PIJE","D17","TEAK","TEAK_046",39,NA,39,72.6,10.2,"map and tag",NA
"d5739322-40da-4eb7-b8ce-c15f5d11dcaa","LOADED",NA,2017,"NEON.PLA.D03.JERC.07976","VST.JERC.07976.2017","QUHE2","D03","JERC","JERC_060",23,2,NA,NA,NA,"tag only","N"
"d8fe669c-51d0-4246-a9db-d4a57792a59a","LOADED",NA,2014,"NEON.PLA.D03.JERC.04412","VST.JERC.04412.2014","DIVI5","D03","JERC","JERC_053",41,1,NA,NA,NA,"tag only","N"
"da9c3a5e-e7de-4bab-9876-db1289a26ce9","LOADED",NA,2015,"NEON.PLA.D03.JERC.04203","VST.JERC.04203.2015","QUIN","D03","JERC","JERC_049",21,NA,NA,NA,NA,"tag only","N"
"dae31776-4c73-4c82-860f-0e28595e7b3c","LOADED",NA,2015,"NEON.PLA.D03.JERC.02320","VST.JERC.02320.2015","SAAL5","D03","JERC","JERC_054",39,NA,NA,NA,NA,"tag only","N"
"db469884-d541-4e0e-9f7a-25ea57199c43","LOADED",NA,2015,"NEON.PLA.D03.JERC.04180","VST.JERC.04180.2015","QUIN","D03","JERC","JERC_049",21,NA,NA,NA,NA,"tag only","N"
"dbb2231f-f5a1-4723-b285-b40f879e532a","LOADED","2017-09-28",2017,"NEON.PLA.D05.STEI.00340","VST.STEI.00340.2017","ABBA","D05","STEI","STEI_053",23,NA,NA,NA,NA,"tag only","N"
"e0c078c6-2dcd-45ba-97ca-09c9506ca592","LOADED","2019-09-16",2019,"NEON.PLA.D12.YELL.01031","VST.YELL.01031.2019","PSME","D12","YELL","YELL_048",21,NA,23,355.4,7.9,"map and tag","N"
"e1428f67-8ccb-42b3-9306-8fcfbdcebedd","LOADED","2015-09-29",2015,"NEON.PLA.D17.TEAK.02146","VST.TEAK.02146.2015","ABCOL","D17","TEAK","TEAK_046",41,NA,43,270.1,18,"map and tag",NA
"e3da3ce6-828e-46cc-aa3a-051db4009f8a","LOADED","2015-08-13",2015,"NEON.PLA.D17.TEAK.00322","VST.TEAK.00322.2015","ABCOL","D17","TEAK","TEAK_045",39,NA,49,282.2,7.2,"map and tag",NA
"e47a1923-8030-41ea-a18b-127231417894","LOADED","2015-09-10",2015,"NEON.PLA.D17.TEAK.01202","VST.TEAK.01202.2015","ABCOL","D17","TEAK","TEAK_055",23,NA,43,224.9,4.8,"map and tag",NA
"e5c81a67-ac0a-4c25-8c32-f403705deca9","PARSE_FAIL","2021-04-07",2021,"NEON.PLA.D06.UKFS.09139","VST.UKFS.09139.2021","CECA4","D06","UKFS","UKFS_043",21,NA,NA,NA,NA,"tag only","N"
"e91aba21-c5da-496c-a1e1-3483e2972bcb","LOADED","2015-07-21",2015,"NEON.PLA.D05.UNDE.01809","VST.UNDE.01809.2015","ACRU","D05","UNDE","UNDE_037",39,NA,57,151,14.1,"map and tag","N"
"e9730666-7e8d-4269-a859-af0f3cd7d789","LOADED","2014-09-03",2014,"NEON.PLA.D01.BART.01283","VST.BART.01283.2014","FAGR","D01","BART","BART_002",31,NA,NA,NA,NA,"tag only","N"
"ea34708b-71a7-4eb3-a758-0da108a55e4a","LOADED","2015-07-23",2015,"NEON.PLA.D05.UNDE.02343","VST.UNDE.02343.2015","ACSA3","D05","UNDE","UNDE_043",23,4,NA,NA,NA,"tag only","N"
"eb60cf85-8f81-4786-8a38-262cb8626c0f","LOADED","2015-08-13",2015,"NEON.PLA.D17.TEAK.00361","VST.TEAK.00361.2015","ABCOL","D17","TEAK","TEAK_045",39,NA,49,96.5,4.5,"map and tag",NA
"ebd43329-bb00-4620-a023-3704b1e088b6","LOADED","2015-07-21",2015,"NEON.PLA.D05.UNDE.01850","VST.UNDE.01850.2015","ABBA","D05","UNDE","UNDE_037",41,NA,59,170.1,11.9,"map and tag","N"
"ecf94107-1a83-4d24-8d8c-ca88576c0b29","LOADED","2015-08-19",2015,"NEON.PLA.D17.TEAK.00505","VST.TEAK.00505.2015","ABCOL","D17","TEAK","TEAK_054",41,NA,NA,NA,NA,"map and tag",NA
"eee69a64-92f4-4f68-b4c4-5a3c9364dd28","LOADED","2015-08-19",2015,"NEON.PLA.D17.TEAK.00510","VST.TEAK.00510.2015","PICO","D17","TEAK","TEAK_054",23,NA,43,192.5,5.6,"map and tag",NA
"f051d767-31bd-422e-be71-92da6ddce836","LOADED","2019-09-16",2019,"NEON.PLA.D12.YELL.01075","VST.YELL.01075.2019","PSME","D12","YELL","YELL_048",NA,NA,23,56.6,8.9,"map and tag","N"
"f05eef95-0c2a-42bf-8539-01d133e91130","LOADED","2015-09-08",2015,"NEON.PLA.D17.TEAK.01196","VST.TEAK.01196.2015","ABCOL","D17","TEAK","TEAK_060",23,NA,23,19.5,6,"map and tag",NA
"f0d2aac2-f616-4e25-a5d6-9e70a65def3d","LOADED","2016-09-28",2016,"NEON.PLA.D05.UNDE.03491","VST.UNDE.03491.2016","ACRU","D05","UNDE","UNDE_043",39,NA,NA,NA,NA,"tag only","N"
"f1fe4ca8-df8e-4234-adb7-d0f26c8ab8c6","LOADED","2016-08-09",2016,"NEON.PLA.D19.HEAL.02546","VST.HEAL.02546.2016","BEGL/BENA","D19","HEAL","HEAL_018",31,4,NA,NA,NA,"tag only","N"
"f4ac77c1-e8c6-4bad-9bb4-c824cf7544d5","LOADED","2015-06-17",2015,"NEON.PLA.D19.DEJU.00487","VST.DEJU.00487.2015","ALVI5","D19","DEJU","DEJU_052",21,4,NA,NA,NA,"tag only",NA
"f7a5313a-0ab6-4713-a60d-a78124657a25","LOADED","2014-09-03",2014,"NEON.PLA.D01.BART.01185","VST.BART.01185.2014","FAGR","D01","BART","BART_002",31,NA,NA,NA,NA,"tag only","N"
"f8db8122-a2dc-4143-ba80-9e321711b051","LOADED","2015-09-29",2015,"NEON.PLA.D17.TEAK.02136","VST.TEAK.02136.2015","ABCOL","D17","TEAK","TEAK_046",41,NA,43,305.8,7.1,"map and tag",NA
"f8e7982f-c513-463e-9e27-fd7676d22beb","LOADED","2016-06-23",2016,"NEON.PLA.D19.BONA.00989","VST.BONA.00989.2016","POTR5","D19","BONA","BONA_084",41,NA,43,252.4,7.2,"map and tag","N"
"f92f9f31-da12-41a5-817b-8961d71c2b75","LOADED","2016-06-13",2016,"NEON.PLA.D19.BONA.00001","VST.BONA.00001.2016","PIGL","D19","BONA","BONA_072",23,2,NA,NA,NA,"tag only","N"
"fa60a2ca-7aae-4d0d-af97-030a29fadf9e","LOADED","2015-08-18",2015,"NEON.PLA.D05.STEI.01501","VST.STEI.01501.2015","POTR5","D05","STEI","STEI_057",21,4,NA,NA,NA,"tag only",NA
"fade6687-4779-4f71-b1e2-a0c4dde5fd09","LOADED","2015-07-23",2015,"NEON.PLA.D05.UNDE.09649","VST.UNDE.09649.2015","COCO6","D05","UNDE","UNDE_043",23,1,NA,NA,NA,"tag only","N"
"fb017cfa-ae73-46fe-9eec-d8897216b729","LOADED","2017-05-24",2016,"NEON.PLA.D19.DEJU.00220A","VST.DEJU.00220A.2016","PIMA","D19","DEJU","DEJU_047",21,NA,NA,NA,NA,"tag only","N"
"fb4ed196-510d-4f19-a097-1aaf2ce506ea","LOADED","2015-08-20",2015,"NEON.PLA.D17.TEAK.00548","VST.TEAK.00548.2015","ABCOL","D17","TEAK","TEAK_048",21,NA,NA,NA,NA,"map and tag",NA
"fcc41999-a7f6-4d15-bad4-5c77b1cf2b78","LOADED","2015-07-21",2015,"NEON.PLA.D05.UNDE.02219","VST.UNDE.02219.2015","ACRU","D05","UNDE","UNDE_037",41,NA,43,287.5,8.8,"map and tag","N"
"fd3d76e3-34a8-4f84-9b50-c781125e6da7","LOADED","2014-08-13",2014,"NEON.PLA.D01.BART.01538","VST.BART.01538.2014","TSCA","D01","BART","BART_001",31,1,32,289.4,7.5,"map and tag","N"
"fd85542c-a17e-45b9-b038-b2560f633749","LOADED","2015-08-13",2015,"NEON.PLA.D17.TEAK.00405","VST.TEAK.00405.2015","ABCOL","D17","TEAK","TEAK_045",23,NA,43,230.1,2.1,"map and tag",NA
"fe4f0737-fb6a-4f01-a1fc-92b67dbd9ca9","LOADED","2015-09-24",2015,"NEON.PLA.D17.TEAK.01928","VST.TEAK.01928.2015","PICO","D17","TEAK","TEAK_051",NA,NA,NA,NA,NA,"map and tag",NA
"fec374ab-2466-4bc4-a50d-ffcef57f6344","LOADED","2015-09-21",2015,"NEON.PLA.D17.TEAK.01737","VST.TEAK.01737.2015","PICO","D17","TEAK","TEAK_057",21,NA,39,139.8,8.5,"map and tag",NA
"ff9e2686-7d10-409e-ac72-0450f789d999","LOADED","2017-08-17",2020,"NEON.PLA.D19.BONA.03606","VST.BONA.03606.2020","PIMA","D19","BONA","BONA_012",32,NA,33,346.4,6.4,"map and tag","N"
"ff9fe47d-bc53-4136-96dd-c06d3ad06e65","LOADED","2015-06-17",2015,"NEON.PLA.D19.DEJU.00491","VST.DEJU.00491.2015","BETUL","D19","DEJU","DEJU_052",21,1,NA,NA,NA,"tag only",NA
"ffa47c39-d7e1-4ca8-bbb7-8d63c5f66943","LOADED",NA,2015,"NEON.PLA.D03.OSBS.00684","VST.OSBS.00684.2015","DIVI5","D03","OSBS","OSBS_042",41,NA,41,12,14.6,"map and tag","N"
"ffdbef78-cf00-4bad-8cd1-1bb8dd5c287a","LOADED","2018-09-12",2018,"NEON.PLA.D10.RMNP.03861","VST.RMNP.03861.2018","POTR5","D10","RMNP","RMNP_009",41,4,NA,NA,NA,"tag only","N"
